ردیف,زمان,سطح,بخش,رویداد,"شناسه مرتبط",پیام,جزئیات
3350,"1405-06-23 00:54:36",اطلاعات,سفارش,order_pending,319630,"سفارش #319630 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3349,"1405-06-23 00:53:34",اطلاعات,سفارش,order_pending,319613,"سفارش #319613 معوق شد: آدرس هنوز ثبت نشده.","{""missing"":[""آدرس""]}"
3348,"1405-06-23 00:43:54",اطلاعات,سفارش,order_pending,319627,"سفارش #319627 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3347,"1405-06-23 00:29:48",موفق,سفارش,order_sent,319611,"پیام کامل سفارش #319611 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3346,"1405-06-23 00:27:37",اطلاعات,سفارش,order_pending,319611,"سفارش #319611 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3345,"1405-06-23 00:20:19",موفق,سفارش,status_sent,319259,"پیام تغییر وضعیت سفارش #319259 ارسال شد (در حال انجام ← مسترد شده).","{""old"":""processing"",""new"":""refunded""}"
3344,"1405-06-22 23:59:11",اطلاعات,سفارش,order_pending,319590,"سفارش #319590 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3343,"1405-06-22 23:59:05",موفق,"گزارش روزانه",pinned,0,"گزارش روزانه در 1 چت سنجاق شد.","{""chats"":[-1003853185157]}"
3342,"1405-06-22 23:59:03",موفق,"گزارش روزانه",report_sent,0,"گزارش روزانه با 255 سفارش ارسال شد.","{""orders"":255,""from"":1789244967,""to"":1789331340,""manual"":false,""chats"":[-1003853185157]}"
3341,"1405-06-22 23:43:51",موفق,سفارش,status_sent,319412,"پیام تغییر وضعیت سفارش #319412 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3340,"1405-06-22 23:43:17",موفق,سفارش,status_sent,319436,"پیام تغییر وضعیت سفارش #319436 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3339,"1405-06-22 23:43:11",موفق,سفارش,status_sent,319434,"پیام تغییر وضعیت سفارش #319434 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3338,"1405-06-22 23:42:54",موفق,سفارش,status_sent,319431,"پیام تغییر وضعیت سفارش #319431 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3337,"1405-06-22 23:42:38",موفق,سفارش,status_sent,319428,"پیام تغییر وضعیت سفارش #319428 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3336,"1405-06-22 23:42:21",موفق,سفارش,status_sent,319425,"پیام تغییر وضعیت سفارش #319425 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3335,"1405-06-22 23:42:10",موفق,سفارش,status_sent,319423,"پیام تغییر وضعیت سفارش #319423 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3334,"1405-06-22 23:42:04",موفق,سفارش,status_sent,319422,"پیام تغییر وضعیت سفارش #319422 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3333,"1405-06-22 23:41:53",موفق,سفارش,status_sent,319420,"پیام تغییر وضعیت سفارش #319420 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3332,"1405-06-22 23:41:37",موفق,سفارش,status_sent,319416,"پیام تغییر وضعیت سفارش #319416 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3331,"1405-06-22 23:41:31",موفق,سفارش,status_sent,319414,"پیام تغییر وضعیت سفارش #319414 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3330,"1405-06-22 23:41:18",موفق,سفارش,status_sent,319568,"پیام تغییر وضعیت سفارش #319568 ارسال شد (درحال بررسی رسید ← در حال انجام).","{""old"":""receipt-approval"",""new"":""processing""}"
3329,"1405-06-22 23:41:17",موفق,سفارش,status_sent,319557,"پیام تغییر وضعیت سفارش #319557 ارسال شد (درحال بررسی رسید ← در حال انجام).","{""old"":""receipt-approval"",""new"":""processing""}"
3328,"1405-06-22 23:40:57",موفق,سفارش,status_sent,319459,"پیام تغییر وضعیت سفارش #319459 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3327,"1405-06-22 23:40:51",موفق,سفارش,status_sent,319456,"پیام تغییر وضعیت سفارش #319456 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3326,"1405-06-22 23:40:45",موفق,سفارش,status_sent,319455,"پیام تغییر وضعیت سفارش #319455 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3325,"1405-06-22 23:40:39",موفق,سفارش,status_sent,319454,"پیام تغییر وضعیت سفارش #319454 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3324,"1405-06-22 23:40:27",موفق,سفارش,status_sent,319452,"پیام تغییر وضعیت سفارش #319452 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3323,"1405-06-22 23:40:21",موفق,سفارش,status_sent,319451,"پیام تغییر وضعیت سفارش #319451 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3322,"1405-06-22 23:40:10",موفق,سفارش,status_sent,319449,"پیام تغییر وضعیت سفارش #319449 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3321,"1405-06-22 23:40:04",موفق,سفارش,status_sent,319448,"پیام تغییر وضعیت سفارش #319448 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3320,"1405-06-22 23:39:42",موفق,سفارش,status_sent,319444,"پیام تغییر وضعیت سفارش #319444 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3319,"1405-06-22 23:39:36",موفق,سفارش,status_sent,319443,"پیام تغییر وضعیت سفارش #319443 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3318,"1405-06-22 23:39:24",موفق,سفارش,status_sent,319441,"پیام تغییر وضعیت سفارش #319441 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3317,"1405-06-22 23:39:12",موفق,سفارش,status_sent,319438,"پیام تغییر وضعیت سفارش #319438 ارسال شد (در انتظار بررسی ← لغو شده).","{""old"":""on-hold"",""new"":""cancelled""}"
3316,"1405-06-22 23:38:42",اطلاعات,سفارش,order_pending,319582,"سفارش #319582 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3315,"1405-06-22 23:35:43",اطلاعات,سفارش,order_pending,319580,"سفارش #319580 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3314,"1405-06-22 23:35:07",اطلاعات,سفارش,order_pending,319579,"سفارش #319579 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3313,"1405-06-22 23:31:18",اطلاعات,سفارش,order_pending,319577,"سفارش #319577 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3312,"1405-06-22 23:29:24",اطلاعات,سفارش,order_pending,319576,"سفارش #319576 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3311,"1405-06-22 23:24:15",موفق,سفارش,order_sent,319575,"پیام کامل سفارش #319575 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3310,"1405-06-22 23:21:43",اطلاعات,سفارش,order_pending,319575,"سفارش #319575 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3309,"1405-06-22 23:16:37",موفق,سفارش,order_sent,319574,"پیام کامل سفارش #319574 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3308,"1405-06-22 23:14:09",اطلاعات,سفارش,order_pending,319574,"سفارش #319574 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3307,"1405-06-22 23:14:03",اطلاعات,سفارش,order_pending,319573,"سفارش #319573 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3306,"1405-06-22 23:13:59",موفق,سفارش,order_sent,319570,"پیام کامل سفارش #319570 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3305,"1405-06-22 23:04:57",اطلاعات,سفارش,order_pending,319572,"سفارش #319572 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3304,"1405-06-22 23:04:20",موفق,سفارش,status_sent,319568,"پیام تغییر وضعیت سفارش #319568 ارسال شد (در انتظار پرداخت ← درحال بررسی رسید).","{""old"":""pending"",""new"":""receipt-approval""}"
3303,"1405-06-22 23:03:26",اطلاعات,سفارش,order_pending,319570,"سفارش #319570 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3302,"1405-06-22 22:55:56",اطلاعات,سفارش,order_pending,319569,"سفارش #319569 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3301,"1405-06-22 22:54:51",موفق,سفارش,order_sent,319568,"پیام کامل سفارش #319568 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3300,"1405-06-22 22:54:43",اطلاعات,سفارش,order_pending,319568,"سفارش #319568 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3299,"1405-06-22 22:44:57",اطلاعات,سفارش,order_pending,319567,"سفارش #319567 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3298,"1405-06-22 22:43:02",اطلاعات,سفارش,order_pending,319566,"سفارش #319566 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3297,"1405-06-22 22:41:20",موفق,سفارش,order_sent,319565,"پیام کامل سفارش #319565 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3296,"1405-06-22 22:36:42",اطلاعات,سفارش,order_pending,319565,"سفارش #319565 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3295,"1405-06-22 22:33:20",موفق,سفارش,order_sent,319562,"پیام کامل سفارش #319562 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3294,"1405-06-22 22:33:12",اطلاعات,سفارش,order_pending,319564,"سفارش #319564 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3293,"1405-06-22 22:33:12",اطلاعات,سفارش,order_pending,319563,"سفارش #319563 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3292,"1405-06-22 22:32:24",اطلاعات,سفارش,order_pending,319562,"سفارش #319562 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3291,"1405-06-22 22:32:04",موفق,سفارش,order_sent,319560,"پیام کامل سفارش #319560 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3290,"1405-06-22 22:31:29",اطلاعات,سفارش,order_pending,319561,"سفارش #319561 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3289,"1405-06-22 22:30:09",اطلاعات,سفارش,order_pending,319560,"سفارش #319560 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3288,"1405-06-22 22:29:55",موفق,سفارش,order_sent,319559,"پیام کامل سفارش #319559 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3287,"1405-06-22 22:29:11",اطلاعات,سفارش,order_pending,319559,"سفارش #319559 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3286,"1405-06-22 22:26:09",موفق,سفارش,order_sent,319557,"پیام کامل سفارش #319557 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3285,"1405-06-22 22:25:04",موفق,سفارش,order_sent,319556,"پیام کامل سفارش #319556 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3284,"1405-06-22 22:22:59",اطلاعات,سفارش,order_pending,319557,"سفارش #319557 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3283,"1405-06-22 22:22:06",اطلاعات,سفارش,order_pending,319556,"سفارش #319556 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3282,"1405-06-22 22:17:26",اطلاعات,سفارش,order_pending,319555,"سفارش #319555 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3281,"1405-06-22 22:00:48",موفق,سفارش,order_sent,319554,"پیام کامل سفارش #319554 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3280,"1405-06-22 21:52:18",اطلاعات,سفارش,order_pending,319554,"سفارش #319554 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3279,"1405-06-22 21:49:58",اطلاعات,سفارش,order_pending,319553,"سفارش #319553 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3278,"1405-06-22 21:46:35",اطلاعات,سفارش,order_pending,319552,"سفارش #319552 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3277,"1405-06-22 21:34:33",اطلاعات,سفارش,order_pending,319549,"سفارش #319549 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3276,"1405-06-22 21:32:33",اطلاعات,سفارش,order_pending,319548,"سفارش #319548 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3275,"1405-06-22 21:31:25",اطلاعات,سفارش,order_pending,319547,"سفارش #319547 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3274,"1405-06-22 21:22:59",اطلاعات,سفارش,order_pending,319541,"سفارش #319541 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3273,"1405-06-22 21:22:44",اطلاعات,سفارش,order_pending,319540,"سفارش #319540 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3272,"1405-06-22 21:19:02",موفق,سفارش,order_sent,319539,"پیام کامل سفارش #319539 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3271,"1405-06-22 21:17:18",اطلاعات,سفارش,order_pending,319539,"سفارش #319539 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3270,"1405-06-22 21:12:03",موفق,سفارش,order_sent,319538,"پیام کامل سفارش #319538 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3269,"1405-06-22 21:10:51",اطلاعات,سفارش,order_pending,319538,"سفارش #319538 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3268,"1405-06-22 20:54:17",اطلاعات,سفارش,order_pending,319537,"سفارش #319537 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3267,"1405-06-22 20:54:01",موفق,سفارش,order_sent,319536,"پیام کامل سفارش #319536 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3266,"1405-06-22 20:50:38",اطلاعات,سفارش,order_pending,319536,"سفارش #319536 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3265,"1405-06-22 20:49:58",موفق,سفارش,order_sent,319535,"پیام کامل سفارش #319535 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3264,"1405-06-22 20:47:45",اطلاعات,سفارش,order_pending,319535,"سفارش #319535 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3263,"1405-06-22 20:32:19",اطلاعات,سفارش,order_pending,319534,"سفارش #319534 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3262,"1405-06-22 20:31:02",موفق,سفارش,order_sent,319533,"پیام کامل سفارش #319533 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3261,"1405-06-22 20:23:58",موفق,سفارش,order_sent,319532,"پیام کامل سفارش #319532 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3260,"1405-06-22 20:23:25",اطلاعات,سفارش,order_pending,319533,"سفارش #319533 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3259,"1405-06-22 20:20:19",اطلاعات,سفارش,order_pending,319532,"سفارش #319532 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3258,"1405-06-22 20:10:05",موفق,سفارش,order_sent,319529,"پیام کامل سفارش #319529 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3257,"1405-06-22 20:09:03",اطلاعات,سفارش,order_pending,319531,"سفارش #319531 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3256,"1405-06-22 19:58:32",اطلاعات,سفارش,order_pending,319530,"سفارش #319530 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3255,"1405-06-22 19:57:50",اطلاعات,سفارش,order_pending,319529,"سفارش #319529 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3254,"1405-06-22 19:57:09",موفق,سفارش,order_sent,319527,"پیام کامل سفارش #319527 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3253,"1405-06-22 19:56:00",موفق,موجودی,alert_sent,0,"1 اعلان موجودی ارسال شد.","{""product_ids"":[197307],""chats"":[-1003853185157]}"
3252,"1405-06-22 19:55:59",موفق,سفارش,order_sent,319528,"پیام کامل سفارش #319528 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3251,"1405-06-22 19:55:07",اطلاعات,سفارش,order_pending,319528,"سفارش #319528 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3250,"1405-06-22 19:53:59",اطلاعات,سفارش,order_pending,319527,"سفارش #319527 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3249,"1405-06-22 19:52:48",اطلاعات,سفارش,order_pending,319526,"سفارش #319526 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3248,"1405-06-22 19:44:18",اطلاعات,سفارش,order_pending,319525,"سفارش #319525 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3247,"1405-06-22 19:42:59",موفق,سفارش,order_sent,319523,"پیام کامل سفارش #319523 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3246,"1405-06-22 19:41:57",اطلاعات,سفارش,order_pending,319524,"سفارش #319524 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3245,"1405-06-22 19:41:08",اطلاعات,سفارش,order_pending,319523,"سفارش #319523 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3244,"1405-06-22 19:40:59",موفق,سفارش,order_sent,319522,"پیام کامل سفارش #319522 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3243,"1405-06-22 19:37:54",اطلاعات,سفارش,order_pending,319522,"سفارش #319522 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3242,"1405-06-22 19:35:58",موفق,سفارش,order_sent,319521,"پیام کامل سفارش #319521 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3241,"1405-06-22 19:34:24",اطلاعات,سفارش,order_pending,319521,"سفارش #319521 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3240,"1405-06-22 19:29:44",اطلاعات,سفارش,order_pending,319520,"سفارش #319520 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3239,"1405-06-22 19:22:52",اطلاعات,سفارش,order_pending,319518,"سفارش #319518 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3238,"1405-06-22 19:11:07",اطلاعات,سفارش,order_pending,319517,"سفارش #319517 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3237,"1405-06-22 19:08:13",اطلاعات,سفارش,order_pending,319516,"سفارش #319516 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3236,"1405-06-22 19:06:33",موفق,سفارش,order_sent,319515,"پیام کامل سفارش #319515 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3235,"1405-06-22 19:05:10",اطلاعات,سفارش,order_pending,319515,"سفارش #319515 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3234,"1405-06-22 18:58:54",اطلاعات,سفارش,order_pending,319514,"سفارش #319514 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3233,"1405-06-22 18:53:10",اطلاعات,سفارش,order_pending,319513,"سفارش #319513 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3232,"1405-06-22 18:52:57",اطلاعات,سفارش,order_pending,319512,"سفارش #319512 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3231,"1405-06-22 18:51:28",اطلاعات,سفارش,order_pending,319511,"سفارش #319511 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3230,"1405-06-22 18:47:43",اطلاعات,سفارش,order_pending,319510,"سفارش #319510 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3229,"1405-06-22 18:37:47",اطلاعات,سفارش,order_pending,319506,"سفارش #319506 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3228,"1405-06-22 18:36:24",موفق,سفارش,order_sent,319502,"پیام کامل سفارش #319502 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3227,"1405-06-22 18:33:32",اطلاعات,سفارش,order_pending,319502,"سفارش #319502 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3226,"1405-06-22 18:25:59",موفق,سفارش,status_sent,319435,"پیام تغییر وضعیت سفارش #319435 ارسال شد (در انتظار پرداخت ← لغو شده).","{""old"":""pending"",""new"":""cancelled""}"
3225,"1405-06-22 18:24:00",اطلاعات,سفارش,order_pending,319501,"سفارش #319501 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3224,"1405-06-22 18:13:03",موفق,سفارش,order_sent,319496,"پیام کامل سفارش #319496 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3223,"1405-06-22 18:11:40",اطلاعات,سفارش,order_pending,319496,"سفارش #319496 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3222,"1405-06-22 18:08:46",اطلاعات,سفارش,order_pending,319483,"سفارش #319483 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3221,"1405-06-22 18:04:41",اطلاعات,سفارش,order_pending,319463,"سفارش #319463 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3220,"1405-06-22 18:03:11",اطلاعات,سفارش,order_pending,319461,"سفارش #319461 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3219,"1405-06-22 17:52:34",موفق,سفارش,order_sent,319459,"پیام کامل سفارش #319459 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3218,"1405-06-22 17:52:25",اطلاعات,سفارش,order_pending,319459,"سفارش #319459 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3217,"1405-06-22 17:51:23",اطلاعات,سفارش,order_pending,319458,"سفارش #319458 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3216,"1405-06-22 17:48:47",موفق,سفارش,status_sent,319435,"پیام تغییر وضعیت سفارش #319435 ارسال شد (در انتظار بررسی ← در انتظار پرداخت).","{""old"":""on-hold"",""new"":""pending""}"
3215,"1405-06-22 17:46:59",موفق,موجودی,alert_sent,0,"1 اعلان موجودی ارسال شد.","{""product_ids"":[197327],""chats"":[-1003853185157]}"
3214,"1405-06-22 17:46:59",موفق,سفارش,order_sent,319456,"پیام کامل سفارش #319456 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3213,"1405-06-22 17:46:58",موفق,سفارش,order_sent,319455,"پیام کامل سفارش #319455 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3212,"1405-06-22 17:46:57",موفق,سفارش,order_sent,319454,"پیام کامل سفارش #319454 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3211,"1405-06-22 17:46:56",موفق,سفارش,order_sent,319452,"پیام کامل سفارش #319452 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3210,"1405-06-22 17:46:54",موفق,سفارش,order_sent,319451,"پیام کامل سفارش #319451 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
