ردیف,زمان,سطح,بخش,رویداد,"شناسه مرتبط",پیام,جزئیات
3662,"1405-06-23 14:29:17",موفق,سفارش,order_sent,319849,"پیام کامل سفارش #319849 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3661,"1405-06-23 14:27:23",اطلاعات,سفارش,order_pending,319849,"سفارش #319849 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3660,"1405-06-23 14:26:54",اطلاعات,سفارش,order_pending,319848,"سفارش #319848 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3659,"1405-06-23 14:19:01",اطلاعات,سفارش,order_pending,319842,"سفارش #319842 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3658,"1405-06-23 14:06:14",اطلاعات,سفارش,order_pending,319819,"سفارش #319819 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3657,"1405-06-23 13:58:13",موفق,سفارش,order_sent,319802,"پیام کامل سفارش #319802 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3656,"1405-06-23 13:55:54",موفق,سفارش,order_sent,319803,"پیام کامل سفارش #319803 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3655,"1405-06-23 13:55:46",اطلاعات,سفارش,order_pending,319803,"سفارش #319803 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3654,"1405-06-23 13:55:23",اطلاعات,سفارش,order_pending,319802,"سفارش #319802 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3653,"1405-06-23 13:55:09",اطلاعات,موجودی,flush_nothing,0,"هیچ اعلان موجودی جدیدی ارسال نشد (همه تکراری بودند).","{""queue_count"":2}"
3652,"1405-06-23 13:55:09",هشدار,موجودی,duplicate_blocked,0,"2 اعلان موجودی تکراری تشخیص داده شد و ارسال نشد.","{""blocked"":{""319793"":""cooldown"",""319794"":""cooldown""},""blocked_count"":2}"
3651,"1405-06-23 13:55:09",موفق,موجودی,alert_sent,0,"2 اعلان موجودی ارسال شد.","{""product_ids"":[319793,319794],""chats"":[-1003853185157]}"
3650,"1405-06-23 13:55:08",اطلاعات,موجودی,flush_nothing,0,"هیچ اعلان موجودی جدیدی ارسال نشد (همه تکراری بودند).","{""queue_count"":2}"
3649,"1405-06-23 13:55:08",هشدار,موجودی,duplicate_blocked,0,"2 اعلان موجودی تکراری تشخیص داده شد و ارسال نشد.","{""blocked"":{""319793"":""already_out"",""319794"":""already_out""},""blocked_count"":2}"
3648,"1405-06-23 13:55:08",اطلاعات,موجودی,flush_nothing,0,"هیچ اعلان موجودی جدیدی ارسال نشد (همه تکراری بودند).","{""queue_count"":2}"
3647,"1405-06-23 13:55:08",هشدار,موجودی,duplicate_blocked,0,"2 اعلان موجودی تکراری تشخیص داده شد و ارسال نشد.","{""blocked"":{""319793"":""already_out"",""319794"":""already_out""},""blocked_count"":2}"
3646,"1405-06-23 13:52:27",اطلاعات,سفارش,order_pending,319799,"سفارش #319799 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3645,"1405-06-23 13:49:00",اطلاعات,سفارش,order_pending,319797,"سفارش #319797 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3644,"1405-06-23 13:44:03",موفق,سفارش,order_sent,319786,"پیام کامل سفارش #319786 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3643,"1405-06-23 13:42:32",اطلاعات,سفارش,order_pending,319786,"سفارش #319786 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3642,"1405-06-23 13:36:57",اطلاعات,سفارش,order_pending,319771,"سفارش #319771 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3641,"1405-06-23 13:35:34",اطلاعات,سفارش,order_pending,319769,"سفارش #319769 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3640,"1405-06-23 13:32:25",اطلاعات,سفارش,order_pending,319756,"سفارش #319756 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3639,"1405-06-23 13:30:45",موفق,سفارش,order_sent,319742,"پیام کامل سفارش #319742 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3638,"1405-06-23 13:29:24",اطلاعات,سفارش,order_pending,319742,"سفارش #319742 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3637,"1405-06-23 13:15:59",اطلاعات,سفارش,order_pending,319724,"سفارش #319724 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3636,"1405-06-23 13:15:10",موفق,سفارش,order_sent,319722,"پیام کامل سفارش #319722 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3635,"1405-06-23 13:13:49",اطلاعات,سفارش,order_pending,319722,"سفارش #319722 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3634,"1405-06-23 13:12:19",موفق,سفارش,order_sent,319720,"پیام کامل سفارش #319720 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3633,"1405-06-23 13:10:39",اطلاعات,سفارش,order_pending,319720,"سفارش #319720 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3632,"1405-06-23 13:10:10",موفق,سفارش,order_sent,319719,"پیام کامل سفارش #319719 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3631,"1405-06-23 13:07:39",اطلاعات,سفارش,order_pending,319719,"سفارش #319719 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3630,"1405-06-23 13:05:24",موفق,سفارش,order_sent,319714,"پیام کامل سفارش #319714 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3629,"1405-06-23 13:05:09",موفق,سفارش,order_sent,319716,"پیام کامل سفارش #319716 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3628,"1405-06-23 13:03:20",اطلاعات,سفارش,order_pending,319716,"سفارش #319716 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3627,"1405-06-23 13:02:23",اطلاعات,سفارش,order_pending,319714,"سفارش #319714 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3626,"1405-06-23 12:56:08",موفق,سفارش,order_sent,319711,"پیام کامل سفارش #319711 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3625,"1405-06-23 12:55:00",اطلاعات,سفارش,order_pending,319711,"سفارش #319711 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3624,"1405-06-23 12:41:55",موفق,سفارش,order_sent,319704,"پیام کامل سفارش #319704 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3623,"1405-06-23 12:39:29",موفق,سفارش,order_sent,319709,"پیام کامل سفارش #319709 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3622,"1405-06-23 12:38:37",اطلاعات,سفارش,order_pending,319710,"سفارش #319710 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3621,"1405-06-23 12:38:17",اطلاعات,سفارش,order_pending,319709,"سفارش #319709 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3620,"1405-06-23 12:37:37",موفق,سفارش,status_sent,319705,"پیام تغییر وضعیت سفارش #319705 ارسال شد (در انتظار پرداخت ← درحال بررسی رسید).","{""old"":""pending"",""new"":""receipt-approval""}"
3619,"1405-06-23 12:37:33",اطلاعات,سفارش,order_pending,319707,"سفارش #319707 معوق شد: آدرس و اقلام سفارش هنوز ثبت نشده.","{""missing"":[""آدرس"",""اقلام سفارش""]}"
3618,"1405-06-23 12:36:01",اطلاعات,سفارش,order_pending,319706,"سفارش #319706 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3617,"1405-06-23 12:35:18",موفق,سفارش,order_sent,319705,"پیام کامل سفارش #319705 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3616,"1405-06-23 12:32:32",اطلاعات,سفارش,order_pending,319705,"سفارش #319705 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3615,"1405-06-23 12:28:04",اطلاعات,سفارش,order_pending,319704,"سفارش #319704 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3614,"1405-06-23 12:18:53",اطلاعات,سفارش,order_pending,319703,"سفارش #319703 معوق شد: اقلام سفارش هنوز ثبت نشده.","{""missing"":[""اقلام سفارش""]}"
3613,"1405-06-23 12:06:48",موفق,سفارش,order_sent,318781,"پیام کامل سفارش #318781 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3612,"1405-06-23 12:05:12",موفق,سفارش,status_sent,319613,"پیام تغییر وضعیت سفارش #319613 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3611,"1405-06-23 12:05:11",موفق,سفارش,status_sent,319611,"پیام تغییر وضعیت سفارش #319611 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3610,"1405-06-23 12:05:10",موفق,سفارش,status_sent,319575,"پیام تغییر وضعیت سفارش #319575 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3609,"1405-06-23 12:05:00",موفق,سفارش,status_sent,319574,"پیام تغییر وضعیت سفارش #319574 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3608,"1405-06-23 12:04:59",موفق,سفارش,status_sent,319570,"پیام تغییر وضعیت سفارش #319570 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3607,"1405-06-23 12:04:58",موفق,سفارش,status_sent,319568,"پیام تغییر وضعیت سفارش #319568 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3606,"1405-06-23 12:04:39",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 19 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":19}"
3605,"1405-06-23 12:04:38",خطا,سفارش,status_failed,319562,"ارسال پیام تغییر وضعیت سفارش #319562 ناموفق بود: -1003853185157: Too Many Requests: retry after 20","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 20""}"
3604,"1405-06-23 12:04:38",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 20","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 20""}"
3603,"1405-06-23 12:04:38",خطا,سفارش,status_failed,319560,"ارسال پیام تغییر وضعیت سفارش #319560 ناموفق بود: -1003853185157: Too Many Requests: retry after 20","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 20""}"
3602,"1405-06-23 12:04:38",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 20","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 20""}"
3601,"1405-06-23 12:04:28",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 30 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":30}"
3600,"1405-06-23 12:04:27",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 31 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":31}"
3599,"1405-06-23 12:04:27",خطا,سفارش,status_failed,319559,"ارسال پیام تغییر وضعیت سفارش #319559 ناموفق بود: -1003853185157: Too Many Requests: retry after 31","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 31""}"
3598,"1405-06-23 12:04:27",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 31","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 31""}"
3597,"1405-06-23 12:04:26",خطا,سفارش,status_failed,319557,"ارسال پیام تغییر وضعیت سفارش #319557 ناموفق بود: -1003853185157: Too Many Requests: retry after 32","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 32""}"
3596,"1405-06-23 12:04:26",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 32","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 32""}"
3595,"1405-06-23 12:04:16",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 42 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":42}"
3594,"1405-06-23 12:04:16",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 42 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":42}"
3593,"1405-06-23 12:04:16",موفق,سفارش,status_sent,319556,"پیام تغییر وضعیت سفارش #319556 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3592,"1405-06-23 12:04:15",موفق,سفارش,status_sent,319554,"پیام تغییر وضعیت سفارش #319554 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3591,"1405-06-23 12:04:15",موفق,سفارش,status_sent,319539,"پیام تغییر وضعیت سفارش #319539 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3590,"1405-06-23 12:04:14",موفق,سفارش,status_sent,319538,"پیام تغییر وضعیت سفارش #319538 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3589,"1405-06-23 12:04:14",موفق,سفارش,status_sent,319536,"پیام تغییر وضعیت سفارش #319536 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3588,"1405-06-23 12:04:11",موفق,سفارش,status_sent,319535,"پیام تغییر وضعیت سفارش #319535 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3587,"1405-06-23 12:04:10",موفق,سفارش,status_sent,319533,"پیام تغییر وضعیت سفارش #319533 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3586,"1405-06-23 12:04:10",موفق,سفارش,status_sent,319532,"پیام تغییر وضعیت سفارش #319532 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3585,"1405-06-23 12:04:09",موفق,سفارش,status_sent,319529,"پیام تغییر وضعیت سفارش #319529 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3584,"1405-06-23 12:04:08",موفق,سفارش,status_sent,319528,"پیام تغییر وضعیت سفارش #319528 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3583,"1405-06-23 12:04:05",موفق,سفارش,status_sent,319527,"پیام تغییر وضعیت سفارش #319527 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3582,"1405-06-23 12:04:04",موفق,سفارش,status_sent,319523,"پیام تغییر وضعیت سفارش #319523 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3581,"1405-06-23 12:04:04",موفق,سفارش,status_sent,319522,"پیام تغییر وضعیت سفارش #319522 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3580,"1405-06-23 12:04:03",موفق,سفارش,status_sent,319521,"پیام تغییر وضعیت سفارش #319521 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3579,"1405-06-23 12:04:03",موفق,سفارش,status_sent,319515,"پیام تغییر وضعیت سفارش #319515 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3578,"1405-06-23 12:03:59",موفق,سفارش,status_sent,319502,"پیام تغییر وضعیت سفارش #319502 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3577,"1405-06-23 12:03:59",موفق,سفارش,status_sent,319496,"پیام تغییر وضعیت سفارش #319496 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3576,"1405-06-23 12:03:58",موفق,سفارش,order_sent,318785,"پیام کامل سفارش #318785 به تلگرام ارسال شد.","{""chats"":[-1003853185157],""source"":""pending_flush""}"
3575,"1405-06-23 12:03:58",موفق,سفارش,status_sent,319418,"پیام تغییر وضعیت سفارش #319418 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3574,"1405-06-23 12:03:58",موفق,سفارش,status_sent,319411,"پیام تغییر وضعیت سفارش #319411 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3573,"1405-06-23 12:03:49",خطا,سفارش,status_failed,319389,"ارسال پیام تغییر وضعیت سفارش #319389 ناموفق بود: -1003853185157: Too Many Requests: retry after 9","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 9""}"
3572,"1405-06-23 12:03:49",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 9","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 9""}"
3571,"1405-06-23 12:03:45",هشدار,سفارش,order_send_failed,318781,"ارسال سفارش #318781 ناموفق بود (تلاش 2 از ۵): -1003853185157: Too Many Requests: retry after 13","{""attempt"":2,""error"":""-1003853185157: Too Many Requests: retry after 13""}"
3570,"1405-06-23 12:03:45",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 13","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 13""}"
3569,"1405-06-23 12:03:39",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 19 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":19}"
3568,"1405-06-23 12:03:38",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 20 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":20}"
3567,"1405-06-23 12:03:38",خطا,سفارش,status_failed,319325,"ارسال پیام تغییر وضعیت سفارش #319325 ناموفق بود: -1003853185157: Too Many Requests: retry after 20","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 20""}"
3566,"1405-06-23 12:03:38",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 20","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 20""}"
3565,"1405-06-23 12:03:38",خطا,سفارش,status_failed,319320,"ارسال پیام تغییر وضعیت سفارش #319320 ناموفق بود: -1003853185157: Too Many Requests: retry after 20","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 20""}"
3564,"1405-06-23 12:03:38",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 20","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 20""}"
3563,"1405-06-23 12:03:34",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 24 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":24}"
3562,"1405-06-23 12:03:28",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 31 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":31}"
3561,"1405-06-23 12:03:27",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 31 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":31}"
3560,"1405-06-23 12:03:27",خطا,سفارش,status_failed,319317,"ارسال پیام تغییر وضعیت سفارش #319317 ناموفق بود: -1003853185157: Too Many Requests: retry after 31","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 31""}"
3559,"1405-06-23 12:03:27",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 31","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 31""}"
3558,"1405-06-23 12:03:26",خطا,سفارش,status_failed,319314,"ارسال پیام تغییر وضعیت سفارش #319314 ناموفق بود: -1003853185157: Too Many Requests: retry after 32","{""old"":""processing"",""new"":""pws-in-stock"",""error"":""-1003853185157: Too Many Requests: retry after 32""}"
3557,"1405-06-23 12:03:26",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 32","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 32""}"
3556,"1405-06-23 12:03:16",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 42 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":42}"
3555,"1405-06-23 12:03:16",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 43 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":43}"
3554,"1405-06-23 12:03:15",موفق,سفارش,status_sent,319311,"پیام تغییر وضعیت سفارش #319311 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3553,"1405-06-23 12:03:15",موفق,سفارش,status_sent,319282,"پیام تغییر وضعیت سفارش #319282 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3552,"1405-06-23 12:03:14",موفق,سفارش,status_sent,319270,"پیام تغییر وضعیت سفارش #319270 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3551,"1405-06-23 12:03:14",موفق,سفارش,status_sent,319264,"پیام تغییر وضعیت سفارش #319264 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3550,"1405-06-23 12:03:14",موفق,سفارش,status_sent,319263,"پیام تغییر وضعیت سفارش #319263 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3549,"1405-06-23 12:03:10",موفق,سفارش,status_sent,319261,"پیام تغییر وضعیت سفارش #319261 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3548,"1405-06-23 12:03:10",موفق,سفارش,status_sent,319260,"پیام تغییر وضعیت سفارش #319260 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3547,"1405-06-23 12:03:09",موفق,سفارش,status_sent,319253,"پیام تغییر وضعیت سفارش #319253 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3546,"1405-06-23 12:03:08",موفق,سفارش,status_sent,319250,"پیام تغییر وضعیت سفارش #319250 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3545,"1405-06-23 12:03:08",موفق,سفارش,status_sent,319249,"پیام تغییر وضعیت سفارش #319249 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3544,"1405-06-23 12:03:05",موفق,سفارش,status_sent,319242,"پیام تغییر وضعیت سفارش #319242 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3543,"1405-06-23 12:03:04",موفق,سفارش,status_sent,319240,"پیام تغییر وضعیت سفارش #319240 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3542,"1405-06-23 12:03:04",موفق,سفارش,status_sent,319238,"پیام تغییر وضعیت سفارش #319238 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3541,"1405-06-23 12:03:03",موفق,سفارش,status_sent,319237,"پیام تغییر وضعیت سفارش #319237 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3540,"1405-06-23 12:03:03",موفق,سفارش,status_sent,319236,"پیام تغییر وضعیت سفارش #319236 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3539,"1405-06-23 12:03:00",موفق,سفارش,status_sent,319235,"پیام تغییر وضعیت سفارش #319235 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3538,"1405-06-23 12:02:59",موفق,سفارش,status_sent,319234,"پیام تغییر وضعیت سفارش #319234 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3537,"1405-06-23 12:02:59",موفق,سفارش,status_sent,319230,"پیام تغییر وضعیت سفارش #319230 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3536,"1405-06-23 12:02:58",موفق,سفارش,status_sent,319222,"پیام تغییر وضعیت سفارش #319222 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3535,"1405-06-23 12:02:58",موفق,سفارش,status_sent,319218,"پیام تغییر وضعیت سفارش #319218 ارسال شد (در حال انجام ← ارسال شده به انبار).","{""old"":""processing"",""new"":""pws-in-stock""}"
3534,"1405-06-23 12:02:44",هشدار,سفارش,order_send_failed,318785,"ارسال سفارش #318785 ناموفق بود (تلاش 1 از ۵): -1003853185157: Too Many Requests: retry after 13","{""attempt"":1,""error"":""-1003853185157: Too Many Requests: retry after 13""}"
3533,"1405-06-23 12:02:44",خطا,تلگرام,api_error,0,"تلگرام خطا داد (sendMessage): Too Many Requests: retry after 13","{""method"":""sendMessage"",""code"":429,""description"":""Too Many Requests: retry after 13""}"
3532,"1405-06-23 12:02:43",هشدار,تلگرام,rate_limited,0,"محدودیت نرخ تلگرام (429) هنگام sendMessage؛ 15 ثانیه صبر و تلاش مجدد.","{""method"":""sendMessage"",""retry_after"":15}"
